N,rho,snr,top5_log,pct_log,top5_sqrt,pct_sqrt,top5_N^0.3,pct_N^0.3,top5_N^0.6,pct_N^0.6,top5_N^0.9,pct_N^0.9
200.0,0.3,0.09,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667
800.0,0.3,0.09,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334
1600.0,0.3,0.09,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334
3000.0,0.3,0.09,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667
200.0,0.6,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.6,0.09,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334
1600.0,0.6,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.6,0.09,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668
200.0,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600.0,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.3,0.2,2.0,40.0,2.0,40.0,2.0,40.0,2.0,40.0,2.0,40.0
1600.0,0.3,0.2,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333
3000.0,0.3,0.2,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.6,0.2,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334
1600.0,0.6,0.2,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336
3000.0,0.6,0.2,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336
200.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.3,0.35,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667
800.0,0.3,0.35,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667
1600.0,0.3,0.35,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
3000.0,0.3,0.35,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.6,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.6,0.35,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334
1600.0,0.6,0.35,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336
3000.0,0.6,0.35,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333
200.0,0.9,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.9,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600.0,0.9,0.35,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667
3000.0,0.9,0.35,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0
200.0,0.3,0.9,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336
800.0,0.3,0.9,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
1600.0,0.3,0.9,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
3000.0,0.3,0.9,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.6,0.9,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667,3.3333333333333335,66.66666666666667
1600.0,0.6,0.9,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667
3000.0,0.6,0.9,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600.0,0.9,0.9,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334,0.6666666666666666,13.333333333333334
3000.0,0.9,0.9,2.3333333333333335,46.666666666666664,2.3333333333333335,46.666666666666664,2.3333333333333335,46.666666666666664,2.3333333333333335,46.666666666666664,2.3333333333333335,46.666666666666664
200.0,0.3,1.3,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336
800.0,0.3,1.3,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
1600.0,0.3,1.3,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
3000.0,0.3,1.3,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.6,1.3,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667
800.0,0.6,1.3,4.0,80.0,4.0,80.0,4.0,80.0,4.0,80.0,4.0,80.0
1600.0,0.6,1.3,4.666666666666667,93.33333333333333,4.666666666666667,93.33333333333333,4.666666666666667,93.33333333333333,4.666666666666667,93.33333333333333,4.666666666666667,93.33333333333333
3000.0,0.6,1.3,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.9,1.3,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333,6.666666666666667
1600.0,0.9,1.3,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668
3000.0,0.9,1.3,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333,3.6666666666666665,73.33333333333333
200.0,0.3,3.0,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336,2.6666666666666665,53.333333333333336
800.0,0.3,3.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
1600.0,0.3,3.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
3000.0,0.3,3.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.6,3.0,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668,1.3333333333333333,26.666666666666668
800.0,0.6,3.0,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667
1600.0,0.6,3.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
3000.0,0.6,3.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
200.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,0.9,3.0,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336,1.6666666666666667,33.333333333333336
1600.0,0.9,3.0,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667,4.333333333333333,86.66666666666667
3000.0,0.9,3.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
